id,cost
1,22.7751655579
2,12.9861755371
3,7.31998872757
4,5.39239788055
5,4.21483421326
6,3.87340354919
7,3.74427747726
8,3.6535692215
9,21.7590866089
10,12.2268257141
11,6.41638994217
12,4.55020570755
13,3.37949728966
14,3.09204936028
15,2.93599581718
16,2.85372614861
17,28.7032108307
18,16.7366771698
19,9.79904556274
20,7.2091012001
21,5.7338347435
22,5.37441730499
23,5.18154382706
24,5.08294200897
25,23.0775623322
26,13.2302465439
27,7.52502632141
28,5.58645629883
29,4.47922801971
30,4.10447645187
31,3.97207856178
32,3.87949633598
33,22.0899047852
34,12.5549259186
35,6.74510812759
36,4.8939781189
37,3.73800706863
38,3.42814850807
39,3.26882147789
40,3.18906068802
41,7.01298809052
42,57.510055542
43,14.3558397293
44,40.5190124512
45,28.0030879974
46,20.5381679535
47,18.9839324951
48,16.8821487427
49,16.1399993896
50,15.581662178
51,15.2779836655
52,53.6689567566
53,38.7439155579
54,31.5904407501
55,7.64812612534
56,3.22656822205
57,17.8102779388
58,21.6734542847
59,14.5932531357
60,11.1947078705
61,9.89188671112
62,6.83861732483
63,21.7928085327
64,12.3366174698
65,6.39048147202
66,4.5090637207
67,3.48487114906
68,3.13031744957
69,2.99467158318
70,2.92308282852
71,18.0810947418
72,8.2414855957
73,7.30483198166
74,5.59118175507
75,15.7991161346
76,20.5849533081
77,11.339138031
78,5.72924232483
79,3.82310390472
80,2.74960684776
81,2.41934752464
82,2.27523827553
83,2.18078517914
84,14.107047081
85,20.6548595428
86,15.4888916016
87,13.5708818436
88,13.8135786057
89,22.7117061615
90,12.8417196274
91,6.81605911255
92,4.83153867722
93,3.65232181549
94,3.3105943203
95,3.17996096611
96,3.10434412956
97,5.55071306229
98,21.0874080658
99,11.5683841705
100,6.01839542389
101,4.04706001282
102,2.90364813805
103,2.57570314407
104,2.43504524231
105,2.34048962593
106,28.4038581848
107,15.9502716064
108,8.66551780701
109,6.29605770111
110,4.94527673721
111,4.57192611694
112,4.32724094391
113,4.21518754959
114,6.23286724091
115,6.61818647385
116,19.516702652
117,14.1404762268
118,11.7765045166
119,9.81611633301
120,40.1071090698
121,30.4520492554
122,25.5400218964
123,21.0183773041
124,18.7704200745
125,9.99910926819
126,4.86006975174
127,3.15616130829
128,2.26307487488
129,1.95815181732
130,1.84749090672
131,42.7649536133
132,44.1859512329
133,30.7084217072
134,26.0745124817
135,23.0440731049
136,3.17098999023
137,11.7021999359
138,9.63877487183
139,7.54793310165
140,6.86429643631
141,2.49766612053
142,28.0196342468
143,15.7539215088
144,8.52099227905
145,6.23317337036
146,4.76481485367
147,4.41535615921
148,4.20863437653
149,4.10566520691
150,20.356798172
151,27.1256198883
152,16.0338897705
153,9.47707271576
154,7.32797670364
155,5.86633014679
156,5.54967021942
157,5.41604232788
158,5.27049541473
159,146.708770752
160,104.586509705
161,84.5018768311
162,83.1109313965
163,83.849395752
164,73.1754837036
165,75.2337722778
166,63.9564476013
167,23.0474205017
168,12.5827732086
169,7.12992715836
170,4.43531799316
171,3.16158461571
172,2.87269806862
173,2.70845127106
174,2.63428211212
175,20.3184909821
176,12.3397884369
177,6.8770647049
178,14.2453479767
179,5.59411001205
180,6.77989053726
181,75.119682312
182,27.1618461609
183,17.4543323517
184,11.3005561829
185,27.4127235413
186,18.198841095
187,12.114613533
188,9.83662605286
189,8.29209327698
190,7.87499284744
191,7.77015733719
192,7.73877000809
193,2.24515509605
194,2.56862139702
195,21.838010788
196,12.2936468124
197,6.4653301239
198,4.56824874878
199,3.37811303139
200,3.08480167389
201,2.92671179771
202,2.84799671173
203,21.6045875549
