id,cost
1,22.775188446
2,12.9566688538
3,7.23199129105
4,5.40873241425
5,4.23400259018
6,3.93269634247
7,3.81272315979
8,3.69550061226
9,21.8004169464
10,12.2069673538
11,6.41414642334
12,4.55398178101
13,3.38273692131
14,3.0945994854
15,2.928576231
16,2.84469389915
17,28.356464386
18,16.7626819611
19,9.65726089478
20,7.11384725571
21,5.71503210068
22,5.32822132111
23,5.11771821976
24,5.01663351059
25,23.0766830444
26,13.1910200119
27,7.43900775909
28,5.5749464035
29,4.51905298233
30,4.16384124756
31,4.02294874191
32,3.90469551086
33,22.1399497986
34,12.4982757568
35,6.71382427216
36,4.8933095932
37,3.7619535923
38,3.4319319725
39,3.28260707855
40,3.19243168831
41,8.97794246674
42,57.9355583191
43,15.2841205597
44,40.1040611267
45,28.193523407
46,21.1499137878
47,18.1330089569
48,16.3535137177
49,15.3408098221
50,14.8748664856
51,14.7275400162
52,59.0596847534
53,45.1989250183
54,36.7509727478
55,7.77021169662
56,3.07873821259
57,17.4128227234
58,19.7688426971
59,14.1438302994
60,10.8171043396
61,9.46767902374
62,6.49063634872
63,22.7530403137
64,12.9934740067
65,6.67280340195
66,4.68872356415
67,3.52365422249
68,3.19092917442
69,3.06174635887
70,2.96504592896
71,17.86186409
72,7.94901609421
73,6.910820961
74,5.22034311295
75,12.4377260208
76,20.5308418274
77,11.2842473984
78,5.7121052742
79,3.78902459145
80,2.74083471298
81,2.41165995598
82,2.27254843712
83,2.18584609032
84,15.1654081345
85,19.6132678986
86,15.6154184341
87,13.7525367737
88,13.8164825439
89,22.7981567383
90,12.8398160934
91,6.85429620743
92,4.85598421097
93,3.68060159683
94,3.32096099854
95,3.18192815781
96,3.10081005096
97,5.37249565125
98,21.3714847565
99,11.8992042542
100,6.0199007988
101,4.13034772873
102,2.95608782768
103,2.63760709763
104,2.48682188988
105,2.37749028206
106,28.8489627838
107,16.2665672302
108,8.79662799835
109,6.32712602615
110,4.93597745895
111,4.53007125854
112,4.3503575325
113,4.22105693817
114,5.7610001564
115,6.48585510254
116,20.2488708496
117,13.7780456543
118,11.3118991852
119,9.71025848389
120,50.8756446838
121,38.8377952576
122,33.337020874
123,26.7272930145
124,18.3902816772
125,9.7942237854
126,4.87857866287
127,3.16038179398
128,2.32982802391
129,1.97209620476
130,1.84622704983
131,39.9484863281
132,39.2129020691
133,30.8174247742
134,25.1336784363
135,21.6698703766
136,3.32065057755
137,11.014081955
138,9.16035461426
139,7.31383180618
140,6.80917453766
141,2.78209519386
142,28.2733135223
143,15.9841308594
144,8.59970664978
145,6.21918916702
146,4.74590539932
147,4.3570189476
148,4.26002311707
149,4.11958217621
150,20.9971427917
151,27.0927734375
152,15.930929184
153,9.34715747833
154,7.26161384583
155,5.77837276459
156,5.51147985458
157,5.32023143768
158,5.21873140335
159,130.367202759
160,100.350334167
161,79.0184707642
162,73.4785079956
163,76.367515564
164,67.8450469971
165,69.2644805908
166,54.995880127
167,22.7081508636
168,12.3159723282
169,6.89239311218
170,4.38279676437
171,3.09430122375
172,2.83146119118
173,2.67903137207
174,2.60297226906
175,15.3858737946
176,10.0834236145
177,6.12053251266
178,16.9988670349
179,5.09610795975
180,6.19391059875
181,78.163269043
182,31.8376102448
183,18.6600494385
184,12.7481651306
185,27.8894100189
186,18.3096065521
187,12.6903944016
188,10.0056095123
189,8.1669254303
190,7.7821931839
191,7.66044235229
192,7.7460694313
193,2.22336602211
194,2.33804631233
195,21.9062690735
196,12.2768907547
197,6.4903793335
198,4.56325054169
199,3.37729692459
200,3.09384489059
201,2.91866970062
202,2.83677482605
203,21.6199893951
204,12.0501976013
205,6.27288150787
206,4.34966850281
207,3.21270370483
208,2.92626714706
209,2.76538324356
210,2.68040966988
211,21.4777565002
212,11.9217023849
213,6.18550777435
214,4.2844581604
215,3.15480947495
216,2.86235237122
217,2.69214963913
218,2.60546946526
219,21.5363864899
220,11.9365720749
221,6.13914108276
222,4.12621259689
223,3.00882077217
224,2.68361830711
225,2.53377938271
226,2.45026159286
227,21.4964618683
228,11.9805269241
229,6.22981643677
230,4.31858205795
231,3.18221926689
232,2.89023470879
233,2.72568821907
234,2.64124560356
235,21.4964618683
236,11.9805269241
237,6.22981643677
238,4.31858205795
239,3.18221926689
240,2.89023470879
241,2.72568821907
242,2.64124560356
243,17.7616271973
244,11.9407987595
245,9.86708068848
246,8.16155433655
247,23.6845664978
248,13.3991346359
249,7.34552192688
250,5.263276577
251,4.01296710968
252,3.67593359947
253,3.54981422424
254,3.4746465683
255,30.8609981537
256,24.2169570923
257,13.5377397537
258,7.15076351166
259,5.08705854416
260,3.78877162933
261,3.41563773155
262,3.27011847496
263,3.18716740608
264,21.7392578125
265,29.2909755707
266,19.9996814728
267,14.0757799149
268,11.584731102
269,9.52344417572
270,9.13387393951
271,8.96119022369
272,8.78265190125
273,3.082051754
274,7.31291818619
275,21.9807987213
276,12.2476234436
277,6.43656921387
278,4.52909898758
279,3.33995628357
280,3.02058434486
281,2.89698433876
282,2.79908466339
283,4.71844100952
284,4.48386240005
285,19.1392040253
286,12.4003543854
287,8.07334804535
288,7.19989204407
289,22.1079788208
290,12.5929517746
291,6.83742904663
292,4.96195077896
293,3.83949375153
294,3.50180721283
295,3.33762145042
296,3.24175667763
297,22.0228061676
298,12.2100095749
299,6.35539388657
300,4.44106864929
301,3.25136613846
302,2.92085003853
303,2.78386116028
304,2.68358755112
305,1.83611607552
306,40.8916053772
307,22.4917125702
308,12.951212883
309,6.98258590698
310,5.08370637894
311,3.81213569641
312,3.44316458702
313,3.31121921539
314,3.23156189919
315,19.5065155029
316,13.0709962845
317,6.56289386749
318,3.49384498596
319,2.35990476608
320,2.05026435852
321,1.86724805832
322,1.77241921425
323,5.10765123367
324,25.6531028748
325,15.2321596146
326,8.77895736694
327,6.74939727783
328,5.58898687363
329,5.31543779373
330,5.14570951462
331,5.05093622208
332,26.8285160065
333,15.8111314774
334,9.25008773804
335,6.88031959534
336,5.4910235405
337,5.10076808929
338,4.91926240921
339,4.83012104034
340,26.8285160065
341,15.8111314774
342,9.25008773804
343,6.88031959534
344,5.4910235405
345,5.10076808929
346,4.91926240921
347,4.83012104034
348,41.0503425598
349,16.1162090302
350,10.3497085571
351,7.12524938583
352,6.17953300476
353,4.59060144424
354,2.13328051567
355,12.1130533218
356,6.85723686218
357,5.99425840378
358,7.6538271904
359,4.21318006516
360,3.85910463333
361,11.8061962128
362,11.9303617477
363,21.9277858734
364,16.4224147797
365,13.5749578476
366,11.4247951508
367,10.2868041992
368,9.28430366516
369,46.5074157715
370,22.0993080139
371,12.4397926331
372,6.64356803894
373,4.78865242004
374,3.69537758827
375,3.35954523087
376,3.21523237228
377,3.1272983551
378,68.0468673706
379,51.7803573608
380,42.6846847534
381,35.096862793
382,28.054851532
383,25.2020187378
384,14.6298341751
385,8.79823684692
386,7.12457895279
387,5.75829267502
388,5.38275003433
389,5.16799497604
390,5.0852637291
391,27.8111057281
392,16.4675922394
393,9.74481964111
394,7.31420278549
395,5.86032152176
396,5.51222419739
397,5.33373451233
398,5.21195983887
399,25.9094657898
400,15.0758705139
401,9.14056873322
402,7.45206975937
403,6.03577899933
404,5.65260696411
405,5.43621206284
406,5.34891557693
407,31.2469959259
408,17.540643692
409,11.3018121719
410,4.18703842163
411,3.88109087944
412,24.8834476471
413,14.3208827972
414,8.49960517883
415,6.9564447403
416,5.41471338272
417,5.13152837753
418,4.90307426453
419,4.77755308151
420,25.3545837402
421,15.080493927
422,9.19240570068
423,7.40106391907
424,5.98804616928
425,5.7484703064
426,5.56252574921
427,5.42240905762
428,25.3545837402
429,15.080493927
430,9.19240570068
431,7.40106391907
432,5.98804616928
433,5.7484703064
434,5.56252574921
435,5.42240905762
436,27.7362670898
437,16.2412147522
438,9.71970558167
439,7.57714605331
440,6.08854436874
441,5.79021120071
442,5.5987610817
443,5.48299741745
444,36.0106086731
445,20.8994026184
446,13.0786342621
447,11.3952846527
448,9.70671463013
449,9.09162902832
450,8.89404010773
451,8.712225914
452,20.5963859558
453,11.2013731003
454,5.51593399048
455,3.54749894142
456,2.38411474228
457,2.06990647316
458,1.90694069862
459,1.84349095821
460,21.3520088196
461,11.865685463
462,6.15277385712
463,4.30105018616
464,3.10379910469
465,2.77948880196
466,2.64419674873
467,2.53049182892
468,13.942158699
469,12.3927812576
470,11.7041988373
471,10.983092308
472,7.86491203308
473,28.7605228424
474,17.1025505066
475,10.0633955002
476,7.74794626236
477,6.24744510651
478,5.90066385269
479,5.72669649124
480,5.63363313675
481,28.8430080414
482,17.1764526367
483,10.0393943787
484,7.73282337189
485,6.26022911072
486,5.90074777603
487,5.72384309769
488,5.65866374969
489,4.50869178772
490,16.3023395538
491,9.52097034454
492,7.87208604813
493,6.85283756256
494,22.3759479523
495,12.6793794632
496,6.90507268906
497,5.06738424301
498,3.88777828217
499,3.57781529427
500,3.44670200348
501,3.36136817932
502,21.5551452637
503,12.1379499435
504,6.36149644852
505,4.54737997055
506,3.36461114883
507,3.08641219139
508,2.91902375221
509,2.83938598633
510,21.5171260834
511,12.004983902
512,6.34155750275
513,4.38562726974
514,3.22623825073
515,2.90645718575
516,2.75644111633
517,2.67350244522
518,13.3745241165
519,11.2328224182
520,9.71882629395
521,8.69784355164
522,27.465265274
523,15.9135246277
524,8.91452980042
525,6.55571365356
526,5.07013273239
527,4.68738985062
528,4.52316856384
529,4.38112831116
530,18.1203174591
531,11.1206798553
532,9.27551555634
533,9.0137090683
534,136.034042358
535,92.749786377
536,75.0973968506
537,28.5794315338
538,21.2907123566
539,15.493475914
540,4.06459188461
541,27.2642116547
542,5.85906887054
543,1.69087934494
544,1.0504783392
545,8.74998760223
546,7.28927564621
547,6.23188781738
548,4.94854402542
549,5.62804698944
550,4.69552230835
551,4.53458213806
552,4.14117670059
553,4.13474607468
554,4.28784179688
555,18.3341388702
556,4.28525781631
557,1.47670400143
558,2.76998472214
559,2.49877667427
560,1.05789244175
561,10.3422718048
562,9.25490093231
563,50.2779273987
564,21.6784172058
565,12.4146299362
566,6.94747495651
567,5.02609682083
568,3.88014793396
569,3.60297632217
570,3.47588658333
571,3.38622164726
572,21.4207210541
573,12.2427196503
574,6.78386831284
575,4.83947324753
576,3.59113097191
577,3.36369657516
578,3.25721144676
579,3.17526578903
580,21.9123477936
581,12.2838916779
582,6.54490375519
583,4.69426488876
584,3.58136940002
